OrderID,OrderDate,DispatchDate,ETA,DeliveryDate,OriginPlant,DestinationWarehouse,TransportMode,Supplier,DelayReason
O-1990,2023-04-10,2023-04-13,2023-04-19,2023-04-19,Hyderabad,Ahmedabad_WH,Rail,Supplier_A,None
O-1991,2023-06-19,2023-06-21,2023-06-23,2023-06-25,Chennai,Delhi_WH,Rail,Supplier_D,Transport Breakdown
O-1992,2023-06-16,2023-06-17,2023-06-19,2023-06-21,Bengaluru,Kolkata_WH,Road,Supplier_A,Weather
O-1993,2023-12-27,2023-12-29,2024-01-03,2024-01-02,Pune,Kolkata_WH,Air,Supplier_B,None
O-1994,2023-06-10,2023-06-13,2023-06-17,2023-06-16,Chennai,Ahmedabad_WH,Road,Supplier_B,None
O-1995,2023-01-17,2023-01-19,2023-01-23,2023-01-22,Hyderabad,Kolkata_WH,Sea,Supplier_C,None
O-1996,2023-01-25,2023-01-26,2023-01-31,2023-02-01,Chennai,Delhi_WH,Rail,Supplier_A,Customs Delay
O-1997,2023-02-06,2023-02-09,2023-02-13,2023-02-16,Pune,Delhi_WH,Air,Supplier_A,Traffic
O-1998,2023-07-18,2023-07-19,2023-07-21,2023-07-20,Bengaluru,Kolkata_WH,Sea,Supplier_B,None
O-1999,2023-09-02,2023-09-04,2023-09-06,2023-09-06,Hyderabad,Ahmedabad_WH,Sea,Supplier_A,None
O-2000,2023-07-21,2023-07-23,2023-07-28,2023-07-30,Bengaluru,Delhi_WH,Rail,Supplier_B,Customs Delay
O-2001,2023-08-24,2023-08-27,2023-08-31,2023-08-31,Pune,Delhi_WH,Road,Supplier_B,None
O-2002,2023-07-02,2023-07-03,2023-07-05,2023-07-08,Hyderabad,Delhi_WH,Rail,Supplier_A,Transport Breakdown
O-2003,2023-06-21,2023-06-24,2023-06-30,2023-07-03,Pune,Ahmedabad_WH,Rail,Supplier_C,Transport Breakdown
O-2004,2023-01-05,2023-01-08,2023-01-11,2023-01-13,Hyderabad,Mumbai_WH,Rail,Supplier_B,Weather
O-2005,2023-04-03,2023-04-04,2023-04-09,2023-04-09,Chennai,Delhi_WH,Road,Supplier_B,None
O-2006,2023-02-24,2023-02-25,2023-03-03,2023-03-05,Bengaluru,Ahmedabad_WH,Rail,Supplier_C,Customs Delay
O-2007,2023-05-02,2023-05-04,2023-05-10,2023-05-13,Bengaluru,Kolkata_WH,Road,Supplier_A,Customs Delay
O-2008,2023-03-28,2023-03-31,2023-04-05,2023-04-05,Bengaluru,Mumbai_WH,Road,Supplier_A,None
O-2009,2023-05-23,2023-05-25,2023-05-29,2023-05-29,Bengaluru,Kolkata_WH,Air,Supplier_C,None
O-2010,2023-01-26,2023-01-28,2023-01-31,2023-01-31,Bengaluru,Mumbai_WH,Air,Supplier_B,None
O-2011,2023-01-25,2023-01-27,2023-01-31,2023-02-02,Hyderabad,Kolkata_WH,Road,Supplier_A,Customs Delay
O-2012,2023-12-17,2023-12-18,2023-12-21,2023-12-24,Chennai,Delhi_WH,Sea,Supplier_B,Traffic
O-2013,2023-05-07,2023-05-10,2023-05-16,2023-05-17,Bengaluru,Kolkata_WH,Sea,Supplier_A,Traffic
O-2014,2023-01-21,2023-01-23,2023-01-26,2023-01-28,Hyderabad,Ahmedabad_WH,Road,Supplier_D,Customs Delay
O-2015,2023-07-20,2023-07-21,2023-07-25,2023-07-28,Hyderabad,Ahmedabad_WH,Air,Supplier_A,Customs Delay
O-2016,2023-02-15,2023-02-17,2023-02-20,2023-02-21,Hyderabad,Delhi_WH,Sea,Supplier_B,Customs Delay
O-2017,2023-03-17,2023-03-20,2023-03-23,2023-03-24,Bengaluru,Ahmedabad_WH,Sea,Supplier_D,Traffic
O-2018,2023-04-26,2023-04-27,2023-05-01,2023-05-01,Pune,Mumbai_WH,Road,Supplier_A,None
O-2019,2023-12-20,2023-12-23,2023-12-27,2023-12-29,Hyderabad,Ahmedabad_WH,Sea,Supplier_C,Weather
O-2020,2023-02-02,2023-02-04,2023-02-07,2023-02-08,Hyderabad,Ahmedabad_WH,Road,Supplier_D,Customs Delay
O-2021,2023-07-24,2023-07-27,2023-07-30,2023-07-31,Pune,Mumbai_WH,Sea,Supplier_A,Weather
O-2022,2023-03-04,2023-03-06,2023-03-08,2023-03-09,Chennai,Ahmedabad_WH,Air,Supplier_C,Customs Delay
O-2023,2023-04-26,2023-04-27,2023-04-29,2023-04-28,Chennai,Ahmedabad_WH,Road,Supplier_D,None
O-2024,2023-07-05,2023-07-08,2023-07-12,2023-07-12,Chennai,Mumbai_WH,Sea,Supplier_C,None
O-2025,2023-03-17,2023-03-18,2023-03-23,2023-03-25,Hyderabad,Kolkata_WH,Air,Supplier_A,Transport Breakdown
O-2026,2023-10-02,2023-10-03,2023-10-05,2023-10-06,Chennai,Ahmedabad_WH,Road,Supplier_C,Weather
O-2027,2023-11-06,2023-11-08,2023-11-11,2023-11-14,Hyderabad,Delhi_WH,Air,Supplier_A,Traffic
O-2028,2023-01-14,2023-01-17,2023-01-20,2023-01-23,Hyderabad,Mumbai_WH,Air,Supplier_B,Transport Breakdown
O-2029,2023-01-01,2023-01-03,2023-01-07,2023-01-09,Chennai,Mumbai_WH,Rail,Supplier_B,Customs Delay
O-2030,2023-11-07,2023-11-09,2023-11-11,2023-11-14,Chennai,Ahmedabad_WH,Air,Supplier_A,Customs Delay
O-2031,2023-12-08,2023-12-11,2023-12-16,2023-12-17,Bengaluru,Ahmedabad_WH,Sea,Supplier_B,Weather
O-2032,2023-03-20,2023-03-22,2023-03-28,2023-03-31,Pune,Kolkata_WH,Air,Supplier_A,Customs Delay
O-2033,2023-02-04,2023-02-07,2023-02-09,2023-02-12,Hyderabad,Mumbai_WH,Rail,Supplier_B,Traffic
O-2034,2023-01-07,2023-01-10,2023-01-12,2023-01-12,Pune,Mumbai_WH,Sea,Supplier_A,None
O-2035,2023-07-05,2023-07-07,2023-07-11,2023-07-14,Hyderabad,Delhi_WH,Air,Supplier_C,Traffic
O-2036,2023-01-09,2023-01-12,2023-01-14,2023-01-17,Hyderabad,Kolkata_WH,Air,Supplier_C,Transport Breakdown
O-2037,2023-02-06,2023-02-09,2023-02-14,2023-02-13,Chennai,Delhi_WH,Air,Supplier_D,None
O-2038,2023-10-17,2023-10-20,2023-10-25,2023-10-25,Hyderabad,Delhi_WH,Road,Supplier_D,None
O-2039,2023-11-29,2023-12-02,2023-12-07,2023-12-08,Pune,Ahmedabad_WH,Air,Supplier_D,Customs Delay
O-2040,2023-03-16,2023-03-17,2023-03-20,2023-03-19,Chennai,Delhi_WH,Road,Supplier_B,None
O-2041,2023-08-04,2023-08-07,2023-08-12,2023-08-14,Bengaluru,Mumbai_WH,Rail,Supplier_A,Weather
O-2042,2023-06-27,2023-06-29,2023-07-01,2023-07-02,Chennai,Ahmedabad_WH,Road,Supplier_D,Weather
O-2043,2023-02-26,2023-03-01,2023-03-07,2023-03-08,Hyderabad,Delhi_WH,Sea,Supplier_D,Customs Delay
O-2044,2023-08-07,2023-08-09,2023-08-12,2023-08-11,Hyderabad,Mumbai_WH,Rail,Supplier_D,None
O-2045,2023-05-15,2023-05-17,2023-05-20,2023-05-21,Pune,Kolkata_WH,Road,Supplier_B,Weather
O-2046,2023-04-26,2023-04-29,2023-05-03,2023-05-05,Hyderabad,Kolkata_WH,Road,Supplier_C,Weather
O-2047,2023-05-08,2023-05-09,2023-05-11,2023-05-10,Pune,Delhi_WH,Sea,Supplier_B,None
O-2048,2023-07-09,2023-07-11,2023-07-16,2023-07-19,Pune,Ahmedabad_WH,Air,Supplier_B,Customs Delay
O-2049,2023-07-02,2023-07-03,2023-07-06,2023-07-05,Bengaluru,Mumbai_WH,Air,Supplier_A,None
O-2050,2023-10-21,2023-10-24,2023-10-27,2023-10-26,Hyderabad,Delhi_WH,Rail,Supplier_A,None
O-2051,2023-04-04,2023-04-05,2023-04-10,2023-04-10,Chennai,Kolkata_WH,Air,Supplier_A,None
O-2052,2023-09-16,2023-09-19,2023-09-24,2023-09-27,Hyderabad,Ahmedabad_WH,Road,Supplier_B,Traffic
O-2053,2023-02-02,2023-02-04,2023-02-08,2023-02-08,Hyderabad,Kolkata_WH,Road,Supplier_D,None
O-2054,2023-04-03,2023-04-05,2023-04-09,2023-04-09,Hyderabad,Kolkata_WH,Air,Supplier_D,None
O-2055,2023-04-28,2023-04-29,2023-05-02,2023-05-02,Chennai,Delhi_WH,Rail,Supplier_B,None
O-2056,2023-01-30,2023-01-31,2023-02-04,2023-02-05,Pune,Mumbai_WH,Road,Supplier_C,Customs Delay
O-2057,2023-10-04,2023-10-06,2023-10-11,2023-10-10,Bengaluru,Mumbai_WH,Road,Supplier_B,None
O-2058,2023-09-01,2023-09-04,2023-09-09,2023-09-10,Hyderabad,Delhi_WH,Sea,Supplier_C,Weather
O-2059,2023-09-16,2023-09-17,2023-09-20,2023-09-20,Chennai,Kolkata_WH,Rail,Supplier_D,None
O-2060,2023-11-18,2023-11-19,2023-11-24,2023-11-27,Hyderabad,Mumbai_WH,Air,Supplier_B,Traffic
O-2061,2023-01-26,2023-01-28,2023-02-01,2023-01-31,Bengaluru,Ahmedabad_WH,Air,Supplier_A,None
O-2062,2023-03-31,2023-04-01,2023-04-06,2023-04-08,Bengaluru,Mumbai_WH,Air,Supplier_D,Weather
O-2063,2023-04-10,2023-04-13,2023-04-15,2023-04-18,Hyderabad,Mumbai_WH,Air,Supplier_C,Customs Delay
O-2064,2023-01-11,2023-01-12,2023-01-14,2023-01-15,Pune,Ahmedabad_WH,Rail,Supplier_A,Transport Breakdown
O-2065,2023-11-03,2023-11-06,2023-11-10,2023-11-12,Chennai,Mumbai_WH,Rail,Supplier_D,Customs Delay
O-2066,2023-03-14,2023-03-17,2023-03-20,2023-03-19,Pune,Delhi_WH,Rail,Supplier_D,None
O-2067,2023-10-30,2023-11-01,2023-11-05,2023-11-08,Bengaluru,Mumbai_WH,Air,Supplier_B,Transport Breakdown
O-2068,2023-06-21,2023-06-24,2023-06-28,2023-07-01,Hyderabad,Delhi_WH,Rail,Supplier_D,Traffic
O-2069,2023-04-01,2023-04-02,2023-04-04,2023-04-04,Bengaluru,Delhi_WH,Road,Supplier_B,None
O-2070,2023-10-26,2023-10-27,2023-11-02,2023-11-03,Bengaluru,Delhi_WH,Road,Supplier_C,Weather
O-2071,2023-11-23,2023-11-25,2023-11-29,2023-12-01,Pune,Ahmedabad_WH,Road,Supplier_C,Weather
O-2072,2023-04-04,2023-04-05,2023-04-09,2023-04-08,Bengaluru,Mumbai_WH,Road,Supplier_B,None
O-2073,2023-03-20,2023-03-22,2023-03-28,2023-03-31,Hyderabad,Ahmedabad_WH,Road,Supplier_A,Weather
O-2074,2023-02-01,2023-02-02,2023-02-06,2023-02-06,Chennai,Delhi_WH,Air,Supplier_A,None
O-2075,2023-10-11,2023-10-14,2023-10-17,2023-10-19,Bengaluru,Kolkata_WH,Road,Supplier_B,Customs Delay
O-2076,2023-09-05,2023-09-07,2023-09-09,2023-09-12,Chennai,Mumbai_WH,Road,Supplier_D,Weather
O-2077,2023-03-21,2023-03-24,2023-03-30,2023-03-30,Bengaluru,Mumbai_WH,Air,Supplier_A,None
O-2078,2023-07-27,2023-07-29,2023-08-03,2023-08-05,Pune,Delhi_WH,Road,Supplier_D,Traffic
O-2079,2023-11-07,2023-11-09,2023-11-14,2023-11-13,Chennai,Ahmedabad_WH,Sea,Supplier_A,None
O-2080,2023-12-26,2023-12-28,2024-01-02,2024-01-03,Bengaluru,Mumbai_WH,Sea,Supplier_B,Transport Breakdown
O-2081,2023-11-05,2023-11-07,2023-11-12,2023-11-11,Pune,Mumbai_WH,Sea,Supplier_C,None
O-2082,2023-10-21,2023-10-24,2023-10-29,2023-10-31,Bengaluru,Ahmedabad_WH,Road,Supplier_C,Traffic
O-2083,2023-08-25,2023-08-26,2023-08-30,2023-09-01,Bengaluru,Ahmedabad_WH,Air,Supplier_C,Weather
O-2084,2023-03-29,2023-03-30,2023-04-01,2023-04-01,Bengaluru,Kolkata_WH,Sea,Supplier_D,None
O-2085,2023-04-24,2023-04-25,2023-05-01,2023-05-04,Pune,Delhi_WH,Road,Supplier_C,Customs Delay
O-2086,2023-01-08,2023-01-09,2023-01-14,2023-01-15,Hyderabad,Mumbai_WH,Road,Supplier_C,Traffic
O-2087,2023-07-18,2023-07-20,2023-07-22,2023-07-25,Bengaluru,Kolkata_WH,Air,Supplier_B,Weather
O-2088,2023-11-26,2023-11-27,2023-11-29,2023-11-28,Chennai,Ahmedabad_WH,Air,Supplier_D,None
O-2089,2023-05-21,2023-05-24,2023-05-28,2023-05-30,Hyderabad,Ahmedabad_WH,Rail,Supplier_A,Transport Breakdown
O-2090,2023-08-06,2023-08-07,2023-08-10,2023-08-10,Chennai,Kolkata_WH,Road,Supplier_D,None
O-2091,2023-10-05,2023-10-07,2023-10-11,2023-10-12,Hyderabad,Kolkata_WH,Sea,Supplier_D,Customs Delay
O-2092,2023-02-22,2023-02-23,2023-03-01,2023-02-28,Pune,Mumbai_WH,Road,Supplier_C,None
O-2093,2023-11-13,2023-11-15,2023-11-21,2023-11-22,Pune,Mumbai_WH,Rail,Supplier_D,Weather
O-2094,2023-08-18,2023-08-19,2023-08-21,2023-08-22,Pune,Delhi_WH,Road,Supplier_D,Traffic
O-2095,2023-08-13,2023-08-16,2023-08-20,2023-08-19,Chennai,Kolkata_WH,Sea,Supplier_C,None
O-2096,2023-09-29,2023-09-30,2023-10-05,2023-10-04,Chennai,Delhi_WH,Road,Supplier_B,None
O-2097,2023-09-03,2023-09-06,2023-09-11,2023-09-11,Pune,Mumbai_WH,Road,Supplier_A,None
O-2098,2023-04-26,2023-04-28,2023-05-04,2023-05-03,Chennai,Kolkata_WH,Road,Supplier_C,None
O-2099,2023-03-25,2023-03-28,2023-04-02,2023-04-05,Hyderabad,Ahmedabad_WH,Rail,Supplier_D,Traffic
O-2100,2023-02-27,2023-02-28,2023-03-06,2023-03-09,Bengaluru,Delhi_WH,Sea,Supplier_A,Weather
O-2101,2023-07-19,2023-07-21,2023-07-27,2023-07-30,Chennai,Kolkata_WH,Sea,Supplier_C,Weather
O-2102,2023-02-06,2023-02-08,2023-02-14,2023-02-16,Chennai,Mumbai_WH,Air,Supplier_A,Traffic
O-2103,2023-04-16,2023-04-18,2023-04-23,2023-04-23,Bengaluru,Kolkata_WH,Sea,Supplier_C,None
O-2104,2023-10-03,2023-10-04,2023-10-08,2023-10-09,Chennai,Ahmedabad_WH,Road,Supplier_A,Traffic
O-2105,2023-04-24,2023-04-26,2023-04-28,2023-04-29,Hyderabad,Mumbai_WH,Sea,Supplier_D,Traffic
O-2106,2023-09-30,2023-10-01,2023-10-07,2023-10-09,Bengaluru,Mumbai_WH,Air,Supplier_A,Weather
O-2107,2023-06-17,2023-06-18,2023-06-21,2023-06-22,Bengaluru,Kolkata_WH,Sea,Supplier_A,Customs Delay
O-2108,2023-04-18,2023-04-20,2023-04-23,2023-04-26,Hyderabad,Mumbai_WH,Road,Supplier_C,Traffic
O-2109,2023-10-27,2023-10-29,2023-11-04,2023-11-04,Hyderabad,Mumbai_WH,Rail,Supplier_D,None
O-2110,2023-08-22,2023-08-23,2023-08-26,2023-08-29,Hyderabad,Mumbai_WH,Sea,Supplier_D,Transport Breakdown
O-2111,2023-11-16,2023-11-19,2023-11-24,2023-11-25,Bengaluru,Delhi_WH,Rail,Supplier_A,Customs Delay
O-2112,2023-01-05,2023-01-07,2023-01-10,2023-01-12,Hyderabad,Mumbai_WH,Air,Supplier_B,Transport Breakdown
O-2113,2023-10-22,2023-10-24,2023-10-30,2023-10-29,Chennai,Delhi_WH,Sea,Supplier_C,None
O-2114,2023-12-28,2023-12-29,2024-01-02,2024-01-05,Pune,Delhi_WH,Air,Supplier_C,Transport Breakdown
O-2115,2023-04-17,2023-04-20,2023-04-26,2023-04-29,Chennai,Kolkata_WH,Sea,Supplier_A,Traffic
O-2116,2023-01-05,2023-01-08,2023-01-10,2023-01-13,Bengaluru,Mumbai_WH,Rail,Supplier_C,Traffic
O-2117,2023-12-02,2023-12-03,2023-12-06,2023-12-05,Pune,Delhi_WH,Road,Supplier_A,None
O-2118,2023-03-23,2023-03-25,2023-03-29,2023-03-29,Bengaluru,Mumbai_WH,Road,Supplier_C,None
O-2119,2023-10-22,2023-10-24,2023-10-27,2023-10-27,Hyderabad,Kolkata_WH,Air,Supplier_B,None
O-2120,2023-02-25,2023-02-28,2023-03-06,2023-03-05,Hyderabad,Delhi_WH,Road,Supplier_B,None
O-2121,2023-03-19,2023-03-20,2023-03-22,2023-03-25,Chennai,Delhi_WH,Air,Supplier_D,Weather
O-2122,2023-11-06,2023-11-08,2023-11-10,2023-11-09,Hyderabad,Ahmedabad_WH,Road,Supplier_C,None
O-2123,2023-02-17,2023-02-18,2023-02-21,2023-02-24,Chennai,Mumbai_WH,Road,Supplier_D,Transport Breakdown
O-2124,2023-02-27,2023-03-01,2023-03-03,2023-03-06,Pune,Ahmedabad_WH,Road,Supplier_C,Customs Delay
O-2125,2023-03-15,2023-03-16,2023-03-21,2023-03-20,Chennai,Kolkata_WH,Air,Supplier_B,None
O-2126,2023-11-12,2023-11-13,2023-11-16,2023-11-16,Chennai,Ahmedabad_WH,Sea,Supplier_D,None
O-2127,2023-06-26,2023-06-29,2023-07-03,2023-07-06,Chennai,Kolkata_WH,Road,Supplier_A,Weather
O-2128,2023-09-03,2023-09-06,2023-09-11,2023-09-14,Hyderabad,Kolkata_WH,Air,Supplier_C,Transport Breakdown
O-2129,2023-10-20,2023-10-21,2023-10-26,2023-10-27,Bengaluru,Delhi_WH,Road,Supplier_D,Customs Delay
O-2130,2023-05-23,2023-05-26,2023-05-30,2023-06-02,Pune,Mumbai_WH,Rail,Supplier_B,Transport Breakdown
O-2131,2023-03-27,2023-03-28,2023-04-02,2023-04-02,Chennai,Delhi_WH,Road,Supplier_A,None
O-2132,2023-10-31,2023-11-01,2023-11-07,2023-11-06,Hyderabad,Mumbai_WH,Road,Supplier_D,None
O-2133,2023-03-13,2023-03-16,2023-03-21,2023-03-21,Chennai,Mumbai_WH,Sea,Supplier_D,None
O-2134,2023-09-03,2023-09-05,2023-09-10,2023-09-10,Bengaluru,Ahmedabad_WH,Road,Supplier_C,None
O-2135,2023-09-25,2023-09-26,2023-09-30,2023-09-29,Bengaluru,Delhi_WH,Rail,Supplier_D,None
O-2136,2023-06-15,2023-06-16,2023-06-20,2023-06-22,Pune,Mumbai_WH,Road,Supplier_A,Transport Breakdown
O-2137,2023-10-09,2023-10-10,2023-10-14,2023-10-13,Bengaluru,Delhi_WH,Air,Supplier_A,None
O-2138,2023-03-14,2023-03-15,2023-03-21,2023-03-22,Chennai,Ahmedabad_WH,Sea,Supplier_A,Traffic
O-2139,2023-01-05,2023-01-07,2023-01-09,2023-01-09,Hyderabad,Delhi_WH,Road,Supplier_C,None
O-2140,2023-05-27,2023-05-30,2023-06-04,2023-06-03,Pune,Delhi_WH,Road,Supplier_C,None
O-2141,2023-01-16,2023-01-17,2023-01-20,2023-01-20,Hyderabad,Delhi_WH,Air,Supplier_B,None
O-2142,2023-08-11,2023-08-13,2023-08-16,2023-08-17,Hyderabad,Ahmedabad_WH,Sea,Supplier_A,Weather
O-2143,2023-11-15,2023-11-16,2023-11-20,2023-11-20,Bengaluru,Delhi_WH,Road,Supplier_D,None
O-2144,2023-03-25,2023-03-27,2023-03-29,2023-03-29,Hyderabad,Mumbai_WH,Sea,Supplier_D,None
O-2145,2023-05-22,2023-05-23,2023-05-29,2023-05-31,Chennai,Mumbai_WH,Sea,Supplier_D,Transport Breakdown
O-2146,2023-02-25,2023-02-28,2023-03-04,2023-03-07,Bengaluru,Ahmedabad_WH,Rail,Supplier_A,Transport Breakdown
O-2147,2023-02-14,2023-02-16,2023-02-21,2023-02-22,Bengaluru,Mumbai_WH,Air,Supplier_B,Weather
O-2148,2023-04-11,2023-04-14,2023-04-20,2023-04-19,Bengaluru,Ahmedabad_WH,Air,Supplier_A,None
O-2149,2023-10-02,2023-10-03,2023-10-08,2023-10-10,Pune,Ahmedabad_WH,Road,Supplier_A,Weather
O-2150,2023-01-16,2023-01-17,2023-01-22,2023-01-21,Chennai,Mumbai_WH,Rail,Supplier_A,None
O-2151,2023-03-25,2023-03-26,2023-03-29,2023-03-28,Bengaluru,Mumbai_WH,Sea,Supplier_A,None
O-2152,2023-12-20,2023-12-22,2023-12-24,2023-12-27,Chennai,Delhi_WH,Sea,Supplier_A,Transport Breakdown
O-2153,2023-01-05,2023-01-08,2023-01-10,2023-01-09,Pune,Kolkata_WH,Air,Supplier_D,None
O-2154,2023-08-28,2023-08-31,2023-09-02,2023-09-02,Hyderabad,Mumbai_WH,Sea,Supplier_A,None
O-2155,2023-09-09,2023-09-10,2023-09-16,2023-09-16,Pune,Ahmedabad_WH,Sea,Supplier_D,None
O-2156,2023-09-14,2023-09-15,2023-09-17,2023-09-17,Pune,Ahmedabad_WH,Rail,Supplier_C,None
O-2157,2023-05-13,2023-05-15,2023-05-20,2023-05-19,Pune,Ahmedabad_WH,Sea,Supplier_D,None
O-2158,2023-01-29,2023-02-01,2023-02-03,2023-02-05,Bengaluru,Kolkata_WH,Air,Supplier_B,Weather
O-2159,2023-05-28,2023-05-31,2023-06-04,2023-06-07,Chennai,Mumbai_WH,Air,Supplier_A,Traffic
O-2160,2023-07-13,2023-07-15,2023-07-19,2023-07-22,Pune,Delhi_WH,Rail,Supplier_A,Transport Breakdown
O-2161,2023-05-13,2023-05-14,2023-05-19,2023-05-22,Hyderabad,Ahmedabad_WH,Road,Supplier_C,Transport Breakdown
O-2162,2023-10-31,2023-11-02,2023-11-08,2023-11-10,Chennai,Mumbai_WH,Rail,Supplier_A,Traffic
O-2163,2023-08-05,2023-08-07,2023-08-12,2023-08-12,Pune,Kolkata_WH,Road,Supplier_D,None
O-2164,2023-12-07,2023-12-10,2023-12-12,2023-12-12,Chennai,Ahmedabad_WH,Road,Supplier_D,None
O-2165,2023-07-16,2023-07-17,2023-07-20,2023-07-23,Hyderabad,Mumbai_WH,Rail,Supplier_C,Customs Delay
O-2166,2023-08-17,2023-08-20,2023-08-25,2023-08-25,Chennai,Delhi_WH,Air,Supplier_C,None
O-2167,2023-09-16,2023-09-18,2023-09-24,2023-09-23,Chennai,Ahmedabad_WH,Sea,Supplier_B,None
O-2168,2023-06-27,2023-06-28,2023-07-04,2023-07-07,Pune,Delhi_WH,Sea,Supplier_B,Customs Delay
O-2169,2023-08-31,2023-09-03,2023-09-09,2023-09-11,Hyderabad,Delhi_WH,Rail,Supplier_D,Transport Breakdown
O-2170,2023-04-16,2023-04-17,2023-04-19,2023-04-19,Chennai,Ahmedabad_WH,Air,Supplier_D,None
O-2171,2023-02-24,2023-02-26,2023-03-01,2023-02-28,Bengaluru,Ahmedabad_WH,Rail,Supplier_D,None
O-2172,2023-10-24,2023-10-25,2023-10-28,2023-10-31,Bengaluru,Ahmedabad_WH,Air,Supplier_B,Customs Delay
O-2173,2023-10-07,2023-10-08,2023-10-10,2023-10-12,Bengaluru,Ahmedabad_WH,Road,Supplier_A,Transport Breakdown
O-2174,2023-04-05,2023-04-07,2023-04-12,2023-04-12,Chennai,Mumbai_WH,Rail,Supplier_C,None
O-2175,2023-07-23,2023-07-25,2023-07-29,2023-07-28,Chennai,Delhi_WH,Air,Supplier_A,None
O-2176,2023-10-21,2023-10-22,2023-10-27,2023-10-27,Bengaluru,Mumbai_WH,Rail,Supplier_B,None
O-2177,2023-10-11,2023-10-14,2023-10-18,2023-10-19,Hyderabad,Mumbai_WH,Sea,Supplier_B,Customs Delay
O-2178,2023-07-06,2023-07-08,2023-07-10,2023-07-10,Hyderabad,Ahmedabad_WH,Road,Supplier_A,None
O-2179,2023-05-24,2023-05-26,2023-06-01,2023-06-04,Chennai,Delhi_WH,Air,Supplier_C,Traffic
O-2180,2023-01-31,2023-02-01,2023-02-07,2023-02-07,Pune,Kolkata_WH,Rail,Supplier_C,None
O-2181,2023-05-31,2023-06-01,2023-06-06,2023-06-06,Chennai,Mumbai_WH,Sea,Supplier_B,None
O-2182,2023-10-24,2023-10-25,2023-10-30,2023-10-31,Bengaluru,Mumbai_WH,Rail,Supplier_C,Transport Breakdown
O-2183,2023-03-23,2023-03-24,2023-03-26,2023-03-28,Pune,Kolkata_WH,Rail,Supplier_C,Customs Delay
O-2184,2023-04-29,2023-05-02,2023-05-07,2023-05-07,Hyderabad,Kolkata_WH,Sea,Supplier_A,None
O-2185,2023-08-18,2023-08-19,2023-08-21,2023-08-20,Hyderabad,Delhi_WH,Air,Supplier_A,None
O-2186,2023-01-06,2023-01-08,2023-01-10,2023-01-11,Pune,Kolkata_WH,Air,Supplier_B,Customs Delay
O-2187,2023-07-11,2023-07-14,2023-07-18,2023-07-18,Hyderabad,Mumbai_WH,Air,Supplier_C,None
O-2188,2023-01-22,2023-01-24,2023-01-29,2023-01-31,Hyderabad,Ahmedabad_WH,Air,Supplier_C,Customs Delay
O-2189,2023-10-05,2023-10-08,2023-10-12,2023-10-14,Pune,Ahmedabad_WH,Road,Supplier_B,Weather
O-2190,2023-07-27,2023-07-28,2023-07-30,2023-08-02,Hyderabad,Mumbai_WH,Sea,Supplier_D,Weather
O-2191,2023-04-04,2023-04-06,2023-04-08,2023-04-07,Chennai,Mumbai_WH,Air,Supplier_B,None
O-2192,2023-03-28,2023-03-29,2023-04-01,2023-04-02,Bengaluru,Delhi_WH,Rail,Supplier_B,Traffic
O-2193,2023-01-01,2023-01-03,2023-01-07,2023-01-06,Hyderabad,Ahmedabad_WH,Rail,Supplier_B,None
O-2194,2023-04-13,2023-04-16,2023-04-22,2023-04-22,Chennai,Kolkata_WH,Air,Supplier_B,None
O-2195,2023-12-04,2023-12-05,2023-12-09,2023-12-11,Hyderabad,Ahmedabad_WH,Sea,Supplier_B,Weather
O-2196,2023-04-27,2023-04-29,2023-05-02,2023-05-02,Bengaluru,Kolkata_WH,Rail,Supplier_A,None
O-2197,2023-05-25,2023-05-28,2023-05-30,2023-06-01,Bengaluru,Kolkata_WH,Air,Supplier_A,Weather
O-2198,2023-01-17,2023-01-19,2023-01-22,2023-01-23,Hyderabad,Ahmedabad_WH,Air,Supplier_C,Weather
O-2199,2023-03-30,2023-04-01,2023-04-04,2023-04-03,Hyderabad,Mumbai_WH,Air,Supplier_A,None
O-2200,2023-10-21,2023-10-23,2023-10-28,2023-10-31,Chennai,Ahmedabad_WH,Air,Supplier_C,Traffic
O-2201,2023-09-22,2023-09-24,2023-09-28,2023-09-27,Chennai,Mumbai_WH,Road,Supplier_D,None
O-2202,2023-05-01,2023-05-03,2023-05-09,2023-05-12,Hyderabad,Kolkata_WH,Road,Supplier_A,Traffic
O-2203,2023-08-22,2023-08-25,2023-08-31,2023-09-01,Pune,Mumbai_WH,Air,Supplier_A,Weather
O-2204,2023-04-30,2023-05-02,2023-05-08,2023-05-07,Chennai,Ahmedabad_WH,Rail,Supplier_D,None
O-2205,2023-09-22,2023-09-24,2023-09-28,2023-09-27,Bengaluru,Delhi_WH,Sea,Supplier_B,None
O-2206,2023-08-16,2023-08-18,2023-08-23,2023-08-26,Chennai,Mumbai_WH,Air,Supplier_A,Customs Delay
O-2207,2023-10-22,2023-10-25,2023-10-29,2023-10-28,Hyderabad,Ahmedabad_WH,Road,Supplier_D,None
O-2208,2023-10-21,2023-10-23,2023-10-26,2023-10-27,Hyderabad,Mumbai_WH,Sea,Supplier_D,Customs Delay
O-2209,2023-11-28,2023-12-01,2023-12-06,2023-12-05,Bengaluru,Kolkata_WH,Sea,Supplier_D,None
O-2210,2023-10-25,2023-10-28,2023-10-31,2023-11-03,Hyderabad,Mumbai_WH,Air,Supplier_A,Traffic
